form	count	lemma	gloss
προῆλθον	2	προέρχομαι	I go before, precede
ᾐτήσαντο	2	αἰτέω	I ask, request, beg, petition
σεσαρωμένον	2	σαρόω	I sweep
ὀψάριον	2	ὀψάριον	a little fish
Ἰωάννα	2	Ἰωάννα	Joanna
ἀποθνῄσκων	2	ἀποθνῄσκω	I am dying, am about to die
ἀποθήκας	2	ἀποθήκη	a repository, granary, barn, storehouse
πονηρῷ	2	πονηρός	evil, bad, wicked
ἔλαχε(ν)	2	λαγχάνω	I obtain by lot, cast lots
συναιχμάλωτος	2	συναιχμάλωτος	a fellow captive
ἀλλαγησόμεθα	2	ἀλλάσσω	I change, alter
βόσκε	2	βόσκω	I feed
ἐσθίωσι(ν)	2	ἐσθίω	I eat
ἁπλότητος	2	ἁπλότης	simplicity, sincerity, purity
πτωχῶν	2	πτωχός	poor, destitute
προσφοράν	2	προσφορά	an offering, sacrifice
καυχῶνται	2	καυχάομαι	I boast, glory
ἐκδύσαντες	2	ἐκδύω	I put off, take off, strip off
πίστευε	2	πιστεύω	I believe, have faith in
ἀνθρακιάν	2	ἀνθρακιά	a heap of burning coals
διδακτικόν	2	διδακτικός	able to teach, apt to teach
δεσπότην	2	δεσπότης	a lord, master, or prince
προάγειν	2	προάγω	I lead forth, go before
ταλαίπωρος	2	ταλαίπωρος	wretched, afflicted, miserable
δικαίῳ	2	δίκαιος	just, righteous, impartial
δυνάστης	2	δυνάστης	a ruler, potentate
ἐνδεδυμένοι	2	ἐνδύω	I put on, clothe
πραΰς	2	πραΰς	mild, gentle
ἑδραῖοι	2	ἑδραῖος	firm, steadfast
ψεύδει	2	ψεῦδος	a lie
ἀκολουθῶν	2	ἀκολουθέω	I accompany, attend, follow
πιστά	2	πιστός	trustworthy, faithful, believing
ἐπάρατε	2	ἐπαίρω	I raise, lift up
θαῦμα	2	θαῦμα	a marvel, wonder
συναγαγόντες	2	συνάγω	I gather together
κατέχεε(ν)	2	καταχέω	I pour over
ἔνιψε(ν)	2	νίπτω	I wash
χωρίζεσθαι	2	χωρίζω	I separate, depart
κατεσθίει	2	κατεσθίω	I eat till it is finished
πιστέ	2	πιστός	trustworthy, faithful, believing
παράγει	2	παράγω	I pass by, depart, pass away
θεῖον	2	θεῖον	brimstone, sulfur
θεραπεύων	2	θεραπεύω	I care for, attend, serve, heal
συνάγονται	2	συνάγω	I gather together
Ἰορδάνην	2	Ἰορδάνης	the Jordan
καυχώμεθα	2	καυχάομαι	I boast, glory
σώφρονας	2	σώφρων	self-controlled, temperate
προσκαλεῖται	2	προσκαλέομαι	I summon
ὀστέων	2	ὀστέον	a bone
πράξεις	2	πρᾶξις	an action, deeds, function
πλείοσι(ν)	2	πολύς	much, many, often
ταπεινοφροσύνης	2	ταπεινοφροσύνη	humility
ἐθρηνήσαμεν	2	θρηνέω	I wail, lament
μετανοήσῃ	2	μετανοέω	I repent, change my mind
ταύρων	2	ταῦρος	a bull, an ox
ὑπεραίρωμαι	2	ὑπεραίρομαι	I raise beyond, uplift
ὑπομένει	2	ὑπομένω	I remain behind, endure
μικρότερον	2	μικρός	little, small
ὁμολογοῦσι(ν)	2	ὁμολογέω	I confess, profess, acknowledge, praise
κλοπαί	2	κλοπή	thieving, theft
παρέδωκας	2	παραδίδωμι	I hand over, deliver, betray
Νικολαϊτῶν	2	Νικολαΐτης	a Nicolaitan
σῳζομένοις	2	σῴζω	I save, heal
ἐβάπτιζε(ν)	2	βαπτίζω	I dip, submerge, baptize
Ἰορδάνῃ	2	Ἰορδάνης	the Jordan
Ματταθίου	2	Ματταθίας	Mattathias
δώρημα	2	δώρημα	a gift, bounty
ἐγηγερμένον	2	ἐγείρω	I wake, arouse, raise up
λαλοῦν	2	λαλέω	I speak, say
ἡδονῶν	2	ἡδονή	pleasure, lust, strong desire
ἀποφυγόντες	2	ἀποφεύγω	I flee from, escape
ἐπαισχύνομαι	2	ἐπαισχύνομαι	I am ashamed
κατάσχωμεν	2	κατέχω	I hold fast, bind, restrain
φρεσί(ν)	2	φρήν	the mind, intellect
ἀνθρωπάρεσκοι	2	ἀνθρωπάρεσκος	desirous of pleasing men
καρποφοροῦσι(ν)	2	καρποφορέω	I bear fruit
στεφάνους	2	στέφανος	a crown, garland
ὑπηκούσατε	2	ὑπακούω	I listen, obey
βαλλάντιον	2	βαλλάντιον	a purse, money-bag
βλάσφημον	2	βλάσφημος	slanderous
καθαρίσῃ	2	καθαρίζω	I make clean
φέρητε	2	φέρω	I carry, bear, bring, lead
κινοῦντες	2	κινέω	I move, stir, excite
πορεύσομαι	2	πορεύομαι	I travel, journey, go
ἀνεχόμενοι	2	ἀνέχομαι	I endure, bear with
ξύλινα	2	ξύλινος	wooden
τύπος	2	τύπος	a figure, model, type
πεινῶντες	2	πεινάω	I am hungry, needy
αὑτοῦ	2	ἑαυτοῦ	himself, herself, itself
ἐπλεόνασε(ν)	2	πλεονάζω	I abound, increase
ἐξελήλυθε(ν)	2	ἐξέρχομαι	I go out, come out
περισσεύσῃ	2	περισσεύω	I exceed, am left over
ἐμβάντα	2	ἐμβαίνω	I embark
χιλιάρχοις	2	χιλίαρχος	a military tribune
διαθῆκαι	2	διαθήκη	a covenant, will, testament
συναντήσας	2	συναντάω	I meet, encounter
ἐξέρχεσθε	2	ἐξέρχομαι	I go out, come out
διακοσίους	2	διακόσιοι	two hundred
ἐκκέχυται	2	ἐκχέω	I pour out, shed
ἔκβασιν	2	ἔκβασις	a way out, escape, result
στρουθίων	2	στρουθίον	a small bird, sparrow
Σαλήμ	2	Σαλήμ	Salem
παραγγελίαν	2	παραγγελία	a command, charge
γλωσσόκομον	2	γλωσσόκομον	bag, purse, box, chest
σταθέντες	2	ἵστημι	I cause to stand, stand
ἀνθρωπίνῃ	2	ἀνθρώπινος	belonging to human beings, human
δάκρυσι(ν)	2	δάκρυον	a tear
κακολογῶν	2	κακολογέω	I speak evil of, curse
Σιλᾷ	2	Σίλας	Silas
προσδοκίας	2	προσδοκία	expectation, waiting
σουδαρίῳ	2	σουδάριον	a handkerchief
πάσχει	2	πάσχω	I am acted upon, suffer
εἰλικρινείας	2	εἰλικρίνεια	clearness, sincerity, purity
λαμπράν	2	λαμπρός	shining, magnificent, bright
ἐπιστεύσαμεν	2	πιστεύω	I believe, have faith in
δοξάσωσι(ν)	2	δοξάζω	I glorify, honor, bestow glory on
ἑτοίμην	2	ἕτοιμος	ready, prepared
φυτεύων	2	φυτεύω	I plant
Κρήτην	2	Κρήτη	Crete
διαλεγομένου	2	διαλέγομαι	I converse, address, preach, lecture
ἀθέσμων	2	ἄθεσμος	lawless
Ἀχαΐα	2	Ἀχαΐα	Achaia
σωτῆρι	2	σωτήρ	a savior, deliverer, preserver
κλῆσιν	2	κλῆσις	a calling, summons
τηρήσω	2	τηρέω	I keep, guard, observe
μισήσουσι(ν)	2	μισέω	I hate, detest
Στεφάνῳ	2	Στέφανος	Stephen
εὐωδίας	2	εὐωδία	a sweet smell
γράφομεν	2	γράφω	I write
καυχήσηται	2	καυχάομαι	I boast, glory
συναποθανεῖν	2	συναποθνῄσκω	I die together with
φιλαδελφίαν	2	φιλαδελφία	brotherly love
διελογίζετο	2	διαλογίζομαι	I reason, debate, consider
ποίμνην	2	ποίμνη	a flock
ἐξηπάτησε(ν)	2	ἐξαπατάω	I deceive thoroughly
ἐπιστρέψαι	2	ἐπιστρέφω	I turn back to
εὐαγγελίζεσθαι	2	εὐαγγελίζω	I bring good news, preach good tidings
Βαραββᾶς	2	Βαραββᾶς	Barabbas
ὀλίγος	2	ὀλίγος	small, brief, few, soon
ἐλαλήθη	2	λαλέω	I speak, say
προσκαλεσάμενοι	2	προσκαλέομαι	I summon
φεύγει	2	φεύγω	I flee, escape, shun
ἰδίαις	2	ἴδιος	one's own, private, personal
ἀναγαγεῖν	2	ἀνάγω	I lead up, put to sea, set sail
πυράν	2	πυρά	a fire
ἀλεύρου	2	ἄλευρον	meal, flour
συναγωγή	2	συναγωγή	an assembly, congregation, synagogue
ὑποστρέψαι	2	ὑποστρέφω	I turn back, return
ἐπικαλεῖται	2	ἐπικαλέω	I call by an additional name, appeal to
ἐξαλείψει	2	ἐξαλείφω	I wipe away, obliterate
βασιλικός	2	βασιλικός	connected with a king, royal, regal
συγκακοπάθησον	2	συγκακοπαθέω	I suffer hardships together with
διψῶ	2	διψάω	I thirst for, desire earnestly
ἀπάτη	2	ἀπάτη	deceit, deception
χειροποιήτοις	2	χειροποίητος	done or made with hands
Σατανᾷ	2	Σατανᾶς	an adversary, Satan
ἀμερίμνους	2	ἀμέριμνος	free from anxiety
βραχύ	2	βραχύ	short
αἴροντος	2	αἴρω	I raise, lift up
βασανισθήσονται	2	βασανίζω	I torment, torture, buffet
κυλλούς	2	κυλλός	crippled, lame
ἐποιήσαμεν	2	ποιέω	I do, make
κοιναῖς	2	κοινός	common, shared, unclean
κατακλυσμός	2	κατακλυσμός	a deluge, flood
βοῶν	2	βοῦς	an ox
ἰός	2	ἰός	poison, rust
πλανῶν	2	πλανάω	I lead astray, deceive
ἐκωλύομεν	2	κωλύω	I prevent, hinder
ἀνέῳγε(ν)	2	ἀνοίγω	I open
Σοδόμοις	2	Σόδομα	Sodom
βρώσεως	2	βρῶσις	eating, food, a meal, rust
ἀνταποδώσω	2	ἀνταποδίδωμι	I give in return
ὤμους	2	ὦμος	a shoulder
οἰκοδομῶ	2	οἰκοδομέω	I build, build up, edify
ἔπνευσαν	2	πνέω	I blow
συνεζωοποίησε(ν)	2	συζωοποιέω	I make alive together with
ἐπαισχύνεται	2	ἐπαισχύνομαι	I am ashamed
θαυμαστή	2	θαυμαστός	wonderful, marvelous
πεποίθησιν	2	πεποίθησις	confidence, trust
εὕρηκα	2	εὑρίσκω	I find
ὀγδόῃ	2	ὄγδοος	eighth
διαπεράσαντες	2	διαπεράω	I cross over
σεμνούς	2	σεμνός	honorable
συνανέκειντο	2	συνανάκειμαι	I recline at table with
ἐδίδασκον	2	διδάσκω	I teach
ἐνδύσηται	2	ἐνδύω	I put on, clothe
ἀναγγεῖλαι	2	ἀναγγέλλω	I announce, make known, report
ἐμίσησε(ν)	2	μισέω	I hate, detest
γενεαῖς	2	γενεά	a generation
στοᾷ	2	στοά	a colonnade, portico
Δορκάς	2	Δορκάς	Dorcas
διακονηθῆναι	2	διακονέω	I wait at table, serve
ἐσχάτῳ	2	ἔσχατος	last, at the last, finally
καταποθῇ	2	καταπίνω	I swallow, devour, destroy
φωνῶν	2	φωνή	a sound, noise, voice
ἁμαρτημάτων	2	ἁμάρτημα	a fault, sin, evil deed
μεγαλειότητος	2	μεγαλειότης	majesty
αἰτῶν	2	αἰτέω	I ask, request, beg, petition
λατρείας	2	λατρεία	service, worship
δείκνυσι(ν)	2	δείκνυμι	I point out, show
ἐπιστεύετε	2	πιστεύω	I believe, have faith in
ὑπερλίαν	2	ὑπερλίαν	exceedingly
λογισθῆναι	2	λογίζομαι	I reckon, count, decide
ποταμῶν	2	ποταμός	a river, torrent
ἀδίκημα	2	ἀδίκημα	a crime, misdeed
φυλάσσεσθαι	2	φυλάσσω	I keep, guard, observe
φορτία	2	φορτίον	a burden, freight
νήφωμεν	2	νήφω	I am calm, vigilant, sober
τεχνίτης	2	τεχνίτης	a craftsman, artisan
κῆπος	2	κῆπος	a garden
ἀποστολῆς	2	ἀποστολή	commission, duty of apostle, apostleship
καταπετάσματος	2	καταπέτασμα	a veil, curtain
μορφῇ	2	μορφή	form, shape, outward appearance
Θεσσαλονίκην	2	Θεσσαλονίκη	Thessalonica
τιμῶσι(ν)	2	τιμάω	I value at a price, honor
ἄσπασαι	2	ἀσπάζομαι	I greet, salute, pay my respects to
ἐμερίσθη	2	μερίζω	I divide, part, share
πέσετε	2	πίπτω	I fall, fall under
δόγμασι(ν)	2	δόγμα	a decree, edict, ordinance
Γεθσημανί	2	Γεθσημανί	Gethsemane
τράπεζα	2	τράπεζα	a table for food or business
πυρρός	2	πυρρός	red, fire-colored
συνανακειμένων	2	συνανάκειμαι	I recline at table with
εὐχαριστῶν	2	εὐχαριστέω	I thank, give thanks
πορνεῦσαι	2	πορνεύω	I fornicate, practice idolatry
γέγοναν	2	γίνομαι	I come into being, am born
κλάδοις	2	κλάδος	a branch
πλανηθῇ	2	πλανάω	I lead astray, deceive
γαμίζων	2	γαμίζω	I give in marriage, marry
φραγελλώσας	2	φραγελλόω	I flagellate, scourge
λύτρον	2	λύτρον	a ransom, an offering of expiation
γεγραμμένοις	2	γράφω	I write
βέβληται	2	βάλλω	I cast, throw, rush, put, place, drop
βάλλοντες	2	βάλλω	I cast, throw, rush, put, place, drop
ἐπίστανται	2	ἐπίσταμαι	I know, understand
διηπόρουν	2	διαπορέω	I am in trouble, doubt, difficulty
παιδίσκην	2	παιδίσκη	a female slave, maidservant, maid.
ἐκδίκησις	2	ἐκδίκησις	a defense, vengeance, full punishment
ἐκχεῶ	2	ἐκχέω	I pour out, shed
οἰκονομίας	2	οἰκονομία	stewardship
φιλαδελφίᾳ	2	φιλαδελφία	brotherly love
πατάξω	2	πατάσσω	I strike
εἰσπορευόμενος	2	εἰσπορεύομαι	I journey into, go into
προσευχήν	2	προσευχή	prayer, a place for prayer
ἀφεδρῶνα	2	ἀφεδρών	a drain, latrine
γεγραμμένων	2	γράφω	I write
ἔγνωκα	2	γινώσκω	I come to know, learn, realize
ἀσπάσησθε	2	ἀσπάζομαι	I greet, salute, pay my respects to
ἅς	2	ὅς	who, which, what, that
μικρά	2	μικρός	little, small
διεπρίοντο	2	διαπρίομαι	I cut to the quick
λαβοῦσαι	2	λαμβάνω	I receive, take
Θεόφιλε	2	Θεόφιλος	Theophilus
νουθεσίαν	2	νουθεσία	a warning, admonition
ψευδομαρτυρήσῃς	2	ψευδομαρτυρέω	I testify falsely
ποικίλοις	2	ποικίλος	various, of different colors
κατακεῖσθαι	2	κατάκειμαι	I recline, am lying ill
πλατεῖα	2	πλατεῖα	a street
πορευομένου	2	πορεύομαι	I travel, journey, go
ὑποστρέψασαι	2	ὑποστρέφω	I turn back, return
ἐσθίῃ	2	ἐσθίω	I eat
ἐνέκοψε(ν)	2	ἐγκόπτω	I interrupt, hinder
ἐτέλεσαν	2	τελέω	I end, accomplish, pay
νουθετοῦντες	2	νουθετέω	I admonish, warn, counsel
φωλεούς	2	φωλεός	a burrow, hole
σπαρῇ	2	σπείρω	I sow, spread, scatter
προσφέρῃ	2	προσφέρω	I bring to, offer
ἐβεβαιώθη	2	βεβαιόω	I confirm, ratify
συζήσομεν	2	συζάω	I live together with
καρδίαι	2	καρδία	the heart, inner life, intention
ἐπιθυμήσεις	2	ἐπιθυμέω	I long for, covet, lust after
λιθοβολοῦσα	2	λιθοβολέω	I stone, cast stones at
ἁμαρτωλοῖς	2	ἁμαρτωλός	sinning, sinful, a sinner
νήψατε	2	νήφω	I am calm, vigilant, sober
λύκων	2	λύκος	a wolf, jackal
κρούοντι	2	κρούω	I knock
παρελθών	2	παρέρχομαι	I pass by
εὐδόκησαν	2	εὐδοκέω	I am resolved, well-pleased
Ἆσσον	2	Ἆσσος	Assos
ποιείτω	2	ποιέω	I do, make
ἐγεῖραι	2	ἐγείρω	I wake, arouse, raise up
ἐραυνῶν	2	ἐραυνάω	I search, look into
ἐπενδύσασθαι	2	ἐπενδύομαι	I put on over
ἑβδόμην	2	ἕβδομος	seventh
ἀναφέρει	2	ἀναφέρω	I carry up, lead up, offer up
ἐξεθαμβήθησαν	2	ἐκθαμβέομαι	I am greatly astonished
περιπατῆσαι	2	περιπατέω	I walk, conduct my life
ἀπίστου	2	ἄπιστος	unbelieving, incredulous, unchristian, unbeliever
ἔμειναν	2	μένω	I remain, abide
χηρῶν	2	χήρα	a widow
διδάξῃ	2	διδάσκω	I teach
γενεσίοις	2	γενέσια	a birthday celebration
ἐτελέσθη	2	τελέω	I end, accomplish, pay
δικαστήν	2	δικαστής	a judge
καταργεῖται	2	καταργέω	I bring to naught, sever, abolish
βασάνοις	2	βάσανος	torture, torment
ἐξέλθῃς	2	ἐξέρχομαι	I go out, come out
ὑποτάξαι	2	ὑποτάσσω	I place under, subject to
ἐγέννησα	2	γεννάω	I beget, bring forth, give birth to
φειδομένως	2	φειδομένως	sparingly
ἀπεκεφάλισε(ν)	2	ἀποκεφαλίζω	I behead
ποίμνιον	2	ποίμνιον	a little flock
κλαίεις	2	κλαίω	I weep, weep for, mourn
ἐπετίμησαν	2	ἐπιτιμάω	I rebuke, chide, admonish, warn
διακοσίας	2	διακόσιοι	two hundred
ἐκαθάρισε(ν)	2	καθαρίζω	I make clean
προλέγω	2	προλέγω	I forewarn
ὑπαντῆσαι	2	ὑπαντάω	I meet
ἀδημονεῖν	2	ἀδημονέω	I am troubled, distressed
τόκῳ	2	τόκος	interest, usury
ἀφθάρτου	2	ἄφθαρτος	imperishable, incorruptible
μιμεῖσθαι	2	μιμέομαι	I imitate
παρελεύσεται	2	παρέρχομαι	I pass by
διήνοιξε(ν)	2	διανοίγω	I open fully
διεμερίσαντο	2	διαμερίζω	I divide up into parts, break up, distribute
πινέτω	2	πίνω	I drink, imbibe
πύλῃ	2	πύλη	a door, gate
παράκειται	2	παράκειμαι	I am present with, rest with
ἀσθενοῦς	2	ἀσθενής	weak, infirm, sick
κρυβῆναι	2	κρύπτω	I hide, conceal, lay up
εὐχόμεθα	2	εὔχομαι	I pray, wish
δόξαντες	2	δοκέω	I think, seem, appear, it seems
ἐπιθέντος	2	ἐπιτίθημι	I put, place upon, lay on
κρέα	2	κρέας	flesh, kinds of flesh
ἀδικίαν	2	ἀδικία	unrighteousness
ἐβάστασας	2	βαστάζω	I carry, carry away, bear
παρασκευήν	2	παρασκευή	the day before the Sabbath
τετήρηκα	2	τηρέω	I keep, guard, observe
ὀφειλόμενον	2	ὀφείλω	I owe, ought
τίτλον	2	τίτλος	a title, inscription
πλατείαις	2	πλατύς	broad
ἐκρατήσατε	2	κρατέω	I lay hold of, obtain
νηστεύοντες	2	νηστεύω	I fast
χεῖρες	2	χείρ	a hand
λαμβάνομεν	2	λαμβάνω	I receive, take
κερδῆσαι	2	κερδαίνω	I gain, win, avoid loss
κρίματος	2	κρίμα	a judgment, verdict, lawsuit
συνέζευξε(ν)	2	συζεύγνυμι	I unite
ἔξοδον	2	ἔξοδος	an exit, departure, death
ἀνακειμένου	2	ἀνάκειμαι	I recline, especially at a dinner-table
ἐκοιμήθη	2	κοιμάομαι	I fall asleep, am asleep
πεπιστεύκαμεν	2	πιστεύω	I believe, have faith in
λατρεύσουσι(ν)	2	λατρεύω	I serve, worship
πάρεχε	2	παρέχω	I offer, provide
ὕψους	2	ὕψος	height, heaven
πέδαις	2	πέδη	a shackle
μερίδα	2	μερίς	a part, portion
ὑπηρέτῃ	2	ὑπηρέτης	a servant, an attendant
μαίνῃ	2	μαίνομαι	I am raving mad
χρεία	2	χρεία	need, necessity, business
ἀπολύων	2	ἀπολύω	I release, let go, send away, divorce
ἡσυχίᾳ	2	ἡσυχία	quietness, silence
ψευδεῖς	2	ψευδής	false, deceitful, lying
ῥαφίδος	2	ῥαφίς	a needle
προσφέρονται	2	προσφέρω	I bring to, offer
πιάσας	2	πιάζω	I lay hold of
ἀρραβῶνα	2	ἀρραβών	an earnest, earnest-money
νομίμως	2	νομίμως	lawfully
ἐλεημοσύνας	2	ἐλεημοσύνη	alms-giving, charity
κολυμβήθραν	2	κολυμβήθρα	a pool, swimming-place
περιπατεῖς	2	περιπατέω	I walk, conduct my life
ἐπικατάρατος	2	ἐπικατάρατος	accursed
κλαῖε	2	κλαίω	I weep, weep for, mourn
θαρσεῖτε	2	θαρρέω	I am courageous, of good cheer
ἀγαθάς	2	ἀγαθός	good
ἱκανάς	2	ἱκανός	sufficient, worthy, many, much
ἐπάθετε	2	πάσχω	I am acted upon, suffer
ἐξέτεινε(ν)	2	ἐκτείνω	I stretch out, cast forth
εὐαγγελίζωμαι	2	εὐαγγελίζω	I bring good news, preach good tidings
ἀπείθειαν	2	ἀπείθεια	willful unbelief, obstinacy, disobedience
γενηθέντες	2	γίνομαι	I come into being, am born
Γαβριήλ	2	Γαβριήλ	Gabriel
μιανθῶσι(ν)	2	μιαίνω	I stain, pollute, defile
συνέσεως	2	σύνεσις	understanding
τετρακόσια	2	τετρακόσιοι	four hundred
Ῥωμαίοις	2	Ῥωμαῖος	Roman, a Roman citizen
δέον	2	δέω	I bind
κατακαύσει	2	κατακαίω	I burn up, consume entirely
μάχαιρα	2	μάχαιρα	a sword
πιστεύσῃς	2	πιστεύω	I believe, have faith in
ἀπέπλευσαν	2	ἀποπλέω	I sail away
ὁρῶ	2	ὁράω	I see, look upon, experience
ἀόρατα	2	ἀόρατος	unseen, invisible
μάταιοι	2	μάταιος	vain, unproductive, godless
σωθησόμεθα	2	σῴζω	I save, heal
ἐγκατέλιπε(ν)	2	ἐγκαταλείπω	I abandon, desert
ἐξορύξαντες	2	ἐξορύσσω	I dig out, gouge
δικαιωθῆναι	2	δικαιόω	I make righteous, defend the cause of, justify
σχῶμεν	2	ἔχω	I have, hold, possess
ἐπελάβετο	2	ἐπιλαμβάνομαι	I seize, take hold of
ὀνομάτων	2	ὄνομα	name, character, reputation
λευκή	2	λευκός	white, bright
νοοῦμεν	2	νοέω	I understand, consider
καταφρονήσει	2	καταφρονέω	I despise, scorn
ἐντελεῖται	2	ἐντέλλομαι	I give orders, command
στεῖρα	2	στεῖρα	barren
ἀπέσταλκα	2	ἀποστέλλω	I send forth, send, send away, dismiss
καυχήσασθαι	2	καυχάομαι	I boast, glory
Ναζαρηνοῦ	2	Ναζαρηνός	of Nazareth
ἐξέφυγον	2	ἐκφεύγω	I flee out, away, I escape
Τιμοθέῳ	2	Τιμόθεος	Timothy
ἀποκρίθητε	2	ἀποκρίνομαι	I answer, reply
θέλοντι	2	θέλω	I will, wish, desire
ἀκολουθήσατε	2	ἀκολουθέω	I accompany, attend, follow
εἴων	2	ἐάω	I allow, permit, leave
ὀργυιάς	2	ὀργυιά	a fathom, about five or six feet
σκανδάλου	2	σκάνδαλον	a snare, stumbling-block
ἀσέβειαν	2	ἀσέβεια	impiety, irreverence, wickedness
ἀνταπόδομα	2	ἀνταπόδομα	a gift in return, a return, a recompense
ἐκέλευσα	2	κελεύω	I command, order
φυλάξαι	2	φυλάσσω	I keep, guard, observe
παραδόσεις	2	παράδοσις	an instruction, tradition
ἄρχειν	2	ἄρχω	I reign, rule
κατέλαβε(ν)	2	καταλαμβάνω	I seize tight hold of, overtake, comprehend
ἐπιτιμῶν	2	ἐπιτιμάω	I rebuke, chide, admonish, warn
στρατιώτῃ	2	στρατιώτης	a soldier
ἐκήρυξε(ν)	2	κηρύσσω	I proclaim, herald, preach
Ἀβιούδ	2	Ἀβιούδ	Abiud
περιβεβλημένος	2	περιβάλλω	I cast around, clothe
διαθήσομαι	2	διατίθεμαι	I appoint, make
ἐνεργοῦσι(ν)	2	ἐνεργέω	I work, accomplish, am operative
συμπόσια	2	συμπόσιον	a drinking party, festive company
Σαβαώθ	2	Σαβαώθ	hosts, armies
Ταρσόν	2	Ταρσός	Tarsus
δίκαια	2	δίκαιος	just, righteous, impartial
συνευωχούμενοι	2	συνευωχέομαι	I feast sumptuously with
μόρφωσιν	2	μόρφωσις	form, outline
ἐπικαλεσαμένου	2	ἐπικαλέω	I call by an additional name, appeal to
εὐτόνως	2	εὐτόνως	vehemently, powerfully
κλεῖσαι	2	κλείω	I shut, shut up
τηρῶμεν	2	τηρέω	I keep, guard, observe
γονυπετῶν	2	γονυπετέω	I fall on my knees before, supplicate, entreat
ἐτόλμησε(ν)	2	τολμάω	I dare, endure, am bold
τετάρτην	2	τέταρτος	fourth
εἰδυῖα	2	οἶδα	I know, remember
γνώσομαι	2	γινώσκω	I come to know, learn, realize
παρεκλήθημεν	2	παρακαλέω	I summon, entreat, admonish, comfort
ἐμβῆναι	2	ἐμβαίνω	I embark
πιπτόντων	2	πίπτω	I fall, fall under
ἀρχαίοις	2	ἀρχαῖος	original, primitive, ancient
θεωροῦσαι	2	θεωρέω	I behold, look at, experience
κατῆλθε(ν)	2	κατέρχομαι	I come down
λυπεῖσθαι	2	λυπέω	I pain, grieve, vex
ἵπποις	2	ἵππος	a horse
διακονουμένῃ	2	διακονέω	I wait at table, serve
ἀποδιδόντες	2	ἀποδίδωμι	I give back, return, sell
Καϊνάμ	2	Καϊνάμ	Cainan
ἐπιστάντες	2	ἐφίστημι	I stand by, am urgent, befall one, impend
ἐλευθερία	2	ἐλευθερία	freedom, liberty
διδακτοῖς	2	διδακτός	taught, instructed
δικαίωσιν	2	δικαίωσις	acquittal, justification
χαρῆναι	2	χαίρω	I rejoice, am glad
ἤρχοντο	2	ἄρχω	I reign, rule
σπλάγχνοις	2	σπλάγχνον	bowels, compassion, pity
ἐπεθύμησα	2	ἐπιθυμέω	I long for, covet, lust after
προσκυνήσῃς	2	προσκυνέω	I worship
πορευθῶ	2	πορεύομαι	I travel, journey, go
ἔθεσι(ν)	2	ἔθος	a custom
ἀρχαῖος	2	ἀρχαῖος	original, primitive, ancient
Ἰταλίας	2	Ἰταλία	Italy
ἀνακάμψαι	2	ἀνακάμπτω	I return
ἐλαίου	2	ἔλαιον	olive oil
βεβαία	2	βέβαιος	firm, steadfast, enduring
ἐπιγείων	2	ἐπίγειος	earthly
γένωμαι	2	γίνομαι	I come into being, am born
ἀπέλθω	2	ἀπέρχομαι	I come or go away from, depart, return
ἠθέλησας	2	θέλω	I will, wish, desire
ταμεῖον	2	ταμεῖον	a secret chamber
ἀποκτενεῖ	2	ἀποκτείνω	I put to death, kill
Ἑλληνιστί	2	Ἑλληνιστί	in the Greek language
ἱερέα	2	ἱερεύς	a priest
ἀναδεξάμενος	2	ἀναδέχομαι	I welcome, receive kindly, undertake
Ἀνδρέου	2	Ἀνδρέας	Andrew
βαρέως	2	βαρέως	heavily, with difficulty
βίας	2	βία	force, violence
βαλλόμενον	2	βάλλω	I cast, throw, rush, put, place, drop
βουλομένου	2	βούλομαι	I will, intend, desire
παρέστηκε(ν)	2	παρίστημι	I bring, present, come up to and stand by
ἐγγίσας	2	ἐγγίζω	I come near, approach
ἠρνήσασθε	2	ἀρνέομαι	I deny, repudiate
χορτάσαι	2	χορτάζω	I feed, satisfy
γέμει	2	γέμω	I am full of
ἀποκτείνας	2	ἀποκτείνω	I put to death, kill
Φιλίπποις	2	Φίλιπποι	Philippi
ὑποκρίσει	2	ὑπόκρισις	hypocrisy, dissembling
ἐκλεκτός	2	ἐκλεκτός	chosen, elect, choice, select
ἐξεμυκτήριζον	2	ἐκμυκτηρίζω	I deride, scoff at, mock greatly
δίδου	2	δίδωμι	I offer, give
πίεσθε	2	πίνω	I drink, imbibe
ἀπολογίᾳ	2	ἀπολογία	a verbal defense
ἀγάγῃ	2	ἄγω	I lead
παίσας	2	παίω	I strike, smite
θεμελίους	2	θεμέλιος	belonging to the foundation
πυρετῷ	2	πυρετός	a fever
χοῦν	2	χοῦς	dust
ἔκλαιον	2	κλαίω	I weep, weep for, mourn
σπόρος	2	σπόρος	seed for sowing
μισήσει	2	μισέω	I hate, detest
ἔρριψαν	2	ῥίπτω	I throw, cast, toss
μισῶ	2	μισέω	I hate, detest
καλῇ	2	καλός	beautiful, good, worthy
ἐμῆς	2	ἐμός	mine
κληθῆτε	2	καλέω	I call, invite, name
ἐχθρόν	2	ἐχθρός	hated, hostile, an enemy
ἐκόπτοντο	2	κόπτω	I cut off, mourn
πλεονάσῃ	2	πλεονάζω	I abound, increase
ἀφθάρτῳ	2	ἄφθαρτος	imperishable, incorruptible
θησαυρός	2	θησαυρός	a treasure, store
παραζηλώσω	2	παραζηλόω	I make jealous
γινώμεθα	2	γίνομαι	I come into being, am born
παλαιός	2	παλαιός	old, ancient, worn out
